"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 13 17:11:07 CST 2020","Mon Jul 13 17:11:08 CST 2020","1233","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单绑订单后重新录入-来源","名单绑订单后重新录入-来源"
"passed","Mon Jul 13 17:11:02 CST 2020","Mon Jul 13 17:11:02 CST 2020","506","testcases.service_testing.PQ","test_name_list","TestNameList","","","批量设置面试状态","批量设置面试状态"
"broken","Mon Jul 13 17:29:18 CST 2020","Mon Jul 13 17:29:18 CST 2020","332","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","身份证审核通过状态，审核通过状态的工牌信息检查","
                身份证审核通过状态，审核通过状态的工牌信息检查

        "
"broken","Mon Jul 13 17:09:11 CST 2020","Mon Jul 13 17:09:11 CST 2020","358","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","身份证未审核状态银行卡信息记录检查","
                身份证未审核状态银行卡信息记录检查

        "
"passed","Mon Jul 13 17:11:04 CST 2020","Mon Jul 13 17:11:05 CST 2020","1239","testcases.service_testing.PQ","test_name_list","TestNameList","","","批量修改备注","批量修改备注"
"passed","Mon Jul 13 17:09:34 CST 2020","Mon Jul 13 17:09:34 CST 2020","355","testcases.service_testing.PQ","test_name_list","TestNameList","","","手动录入-不同性别录入:性别为2","手动录入-不同性别录入"
"broken","Mon Jul 13 17:09:13 CST 2020","Mon Jul 13 17:09:13 CST 2020","132","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","默认查询项查询","
                默认查询项查询

        "
"passed","Mon Jul 13 17:28:58 CST 2020","Mon Jul 13 17:28:59 CST 2020","573","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","使用姓名查询","使用身份证号码查询"
"passed","Mon Jul 13 17:09:39 CST 2020","Mon Jul 13 17:09:39 CST 2020","178","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单设置面试状态","名单设置面试状态"
"passed","Mon Jul 13 17:10:10 CST 2020","Mon Jul 13 17:10:13 CST 2020","3425","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用设置检查查询","使用设置检查查询"
"broken","Mon Jul 13 17:09:25 CST 2020","Mon Jul 13 17:09:25 CST 2020","139","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","审核状态查询","
                审核状态查询

        "
"passed","Mon Jul 13 17:10:17 CST 2020","Mon Jul 13 17:10:20 CST 2020","2963","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用面试状态查询","使用面试状态查询"
"passed","Mon Jul 13 17:22:47 CST 2020","Mon Jul 13 17:23:17 CST 2020","30605","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","在职状态-在职","在职状态-在职"
"passed","Mon Jul 13 17:11:09 CST 2020","Mon Jul 13 17:11:09 CST 2020","964","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单绑订单后修改来源","名单绑订单后重新录入-来源"
"broken","Mon Jul 13 17:29:17 CST 2020","Mon Jul 13 17:29:17 CST 2020","333","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","身份证审核不通过状态工牌信息记录检查","
                身份证审核不通过状态工牌信息记录检查

        "
"broken","Mon Jul 13 17:09:23 CST 2020","Mon Jul 13 17:09:23 CST 2020","368","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","审核通过状态身份证信息记录检查","
                审核通过状态身份证信息记录检查

        "
"broken","Mon Jul 13 17:08:41 CST 2020","Mon Jul 13 17:08:42 CST 2020","880","testcases.service_testing.MiniPro","test_uploadThreecard","TestThreecard","","","会员身份证未审核通过上传工牌","
            会员身份证未审核通过上传工牌

        "
"passed","Mon Jul 13 17:17:09 CST 2020","Mon Jul 13 17:18:11 CST 2020","61647","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","预支名单更换工种重新绑单","预支名单更换工种重新绑单"
"passed","Mon Jul 13 17:29:13 CST 2020","Mon Jul 13 17:29:15 CST 2020","1557","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","分页数据量检查","分页数据量检查"
"broken","Mon Jul 13 17:09:22 CST 2020","Mon Jul 13 17:09:23 CST 2020","480","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","待审核状态身份证信息记录检查","
                待审核状态身份证信息记录检查

        "
"broken","Mon Jul 13 17:09:21 CST 2020","Mon Jul 13 17:09:22 CST 2020","365","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","修改审核通过会员银行卡号","
                修改审核通过会员银行卡号

        "
"passed","Mon Jul 13 17:29:16 CST 2020","Mon Jul 13 17:29:17 CST 2020","316","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","概要检查","分页数据量检查"
"broken","Mon Jul 13 17:09:13 CST 2020","Mon Jul 13 17:09:13 CST 2020","130","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","银行卡信息列表查看未脱敏手机号、未脱敏身份证号码、未脱敏银行卡号","
                银行卡信息列表查看未脱敏手机号、未脱敏身份证号码、未脱敏银行卡号

        "
"passed","Mon Jul 13 17:11:03 CST 2020","Mon Jul 13 17:11:03 CST 2020","495","testcases.service_testing.PQ","test_name_list","TestNameList","","","批量设置面试状态","批量设置面试状态"
"passed","Mon Jul 13 17:10:07 CST 2020","Mon Jul 13 17:10:10 CST 2020","3146","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用扫描人查询","使用扫描人查询"
"passed","Mon Jul 13 17:09:35 CST 2020","Mon Jul 13 17:09:36 CST 2020","684","testcases.service_testing.PQ","test_name_list","TestNameList","","","手工录入-关闭标准企业","手工录入-关闭标准企业"
"passed","Mon Jul 13 17:09:34 CST 2020","Mon Jul 13 17:09:34 CST 2020","336","testcases.service_testing.PQ","test_name_list","TestNameList","","","手动录入-不同性别录入:性别为1","手动录入-不同性别录入"
"broken","Mon Jul 13 17:29:19 CST 2020","Mon Jul 13 17:29:19 CST 2020","134","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","工牌信息列表查看未脱敏手机号、未脱敏身份证号码","
                工牌信息列表查看未脱敏手机号、未脱敏身份证号码

        "
"broken","Mon Jul 13 17:09:27 CST 2020","Mon Jul 13 17:09:28 CST 2020","326","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","身份证最后一位为小写“x”，身份证审核通过","
                身份证最后一位为小写“x”，身份证审核通过

        "
"passed","Mon Jul 13 17:10:58 CST 2020","Mon Jul 13 17:11:01 CST 2020","3625","testcases.service_testing.PQ","test_name_list","TestNameList","","","批量设置来源","批量设置来源"
"broken","Mon Jul 13 17:09:13 CST 2020","Mon Jul 13 17:09:14 CST 2020","146","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","姓名查询","
                身份证号码查询

        "
"passed","Mon Jul 13 17:29:05 CST 2020","Mon Jul 13 17:29:09 CST 2020","4427","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","使用名单是否作废查询","使用名单是否作废查询"
"passed","Mon Jul 13 17:29:15 CST 2020","Mon Jul 13 17:29:16 CST 2020","1181","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","分页数据量检查","分页数据量检查"
"passed","Mon Jul 13 17:24:57 CST 2020","Mon Jul 13 17:25:29 CST 2020","31392","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","在职状态-自离","在职状态-自离"
"broken","Mon Jul 13 17:09:19 CST 2020","Mon Jul 13 17:09:19 CST 2020","367","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","刷新待审核状态的银行卡","
                刷新待审核状态的银行卡

        "
"broken","Mon Jul 13 17:08:27 CST 2020","Mon Jul 13 17:08:27 CST 2020","0","testcases.exception_testing","test_api_exception_case","Test","","","test_01[data3]",""
"broken","Mon Jul 13 17:29:21 CST 2020","Mon Jul 13 17:29:21 CST 2020","126","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","审核状态查询","
                审核状态查询

        "
"passed","Mon Jul 13 17:16:03 CST 2020","Mon Jul 13 17:16:36 CST 2020","33031","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","订单模式不同的预支名单","相同身份证不同面试日期的预支名单"
"broken","Mon Jul 13 17:29:19 CST 2020","Mon Jul 13 17:29:19 CST 2020","346","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","会员有多条结算名单，查询工牌信息接口返回数据检查","
                会员有多条结算名单，查询工牌信息接口返回数据检查

        "
"broken","Mon Jul 13 17:08:42 CST 2020","Mon Jul 13 17:08:43 CST 2020","793","testcases.service_testing.MiniPro","test_uploadThreecard","TestThreecard","","","会员身份证已审核通过上传工牌","
            会员身份证已审核通过上传工牌

        "
"passed","Mon Jul 13 17:09:36 CST 2020","Mon Jul 13 17:09:37 CST 2020","421","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单设置来源","
        名单设置来源
        "
"passed","Mon Jul 13 17:10:26 CST 2020","Mon Jul 13 17:10:30 CST 2020","3512","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用订单绑定状态查询","使用订单绑定状态查询"
"broken","Mon Jul 13 17:09:29 CST 2020","Mon Jul 13 17:09:30 CST 2020","326","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","会员已上传工牌，审核身份证成功","
                会员已上传工牌，审核身份证成功

        "
"passed","Mon Jul 13 17:10:20 CST 2020","Mon Jul 13 17:10:21 CST 2020","227","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用面试状态查询","使用面试状态查询"
"broken","Mon Jul 13 17:09:16 CST 2020","Mon Jul 13 17:09:17 CST 2020","893","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","审核状态查询","
                审核状态查询

        "
"passed","Mon Jul 13 17:10:06 CST 2020","Mon Jul 13 17:10:06 CST 2020","415","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用手机号码查询","使用手机号码查询"
"broken","Mon Jul 13 17:29:20 CST 2020","Mon Jul 13 17:29:20 CST 2020","143","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","手机号码查询","
                手机号码查询

        "
"passed","Mon Jul 13 17:09:46 CST 2020","Mon Jul 13 17:09:47 CST 2020","518","testcases.service_testing.PQ","test_name_list","TestNameList","","","补录及修改手机号码","补录及修改手机号码"
"passed","Mon Jul 13 17:09:39 CST 2020","Mon Jul 13 17:09:40 CST 2020","149","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单设置面试状态","名单设置面试状态"
"passed","Mon Jul 13 17:29:01 CST 2020","Mon Jul 13 17:29:01 CST 2020","173","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","使用在职状态查询","使用在职状态查询"
"passed","Mon Jul 13 17:09:38 CST 2020","Mon Jul 13 17:09:38 CST 2020","160","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单设置面试状态","名单设置面试状态"
"passed","Mon Jul 13 17:21:43 CST 2020","Mon Jul 13 17:22:13 CST 2020","30253","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","身份证脱敏","身份证脱敏"
"broken","Mon Jul 13 17:08:27 CST 2020","Mon Jul 13 17:08:27 CST 2020","0","testcases.exception_testing","test_api_exception_case","Test","","","test_01[data2]",""
"broken","Mon Jul 13 17:29:17 CST 2020","Mon Jul 13 17:29:17 CST 2020","317","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","身份证未审核状态工牌信息记录检查","
                身份证未审核状态工牌信息记录检查

        "
"broken","Mon Jul 13 17:09:17 CST 2020","Mon Jul 13 17:09:17 CST 2020","686","testcases.service_testing.PQ","test_bankcard_infomange","Testbankcardinfo","","","上传日期查询","
                上传日期查询

        "
"broken","Mon Jul 13 17:08:37 CST 2020","Mon Jul 13 17:08:41 CST 2020","3771","testcases.service_testing.MiniPro","test_uploadThreecard","TestThreecard","","","银行卡列表数据查看","
           会员存在待审核、审核通过、审核不通过银行卡，查看小程序银行卡列表

        "
"broken","Mon Jul 13 17:09:25 CST 2020","Mon Jul 13 17:09:25 CST 2020","221","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","审核状态查询","
                审核状态查询

        "
"broken","Mon Jul 13 17:29:21 CST 2020","Mon Jul 13 17:29:21 CST 2020","154","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","工牌号查询","
                工牌号查询

        "
"broken","Mon Jul 13 17:29:21 CST 2020","Mon Jul 13 17:29:21 CST 2020","127","testcases.service_testing.PQ","test_workcard_infomange","Testworkcardinfo","","","审核状态查询","
                审核状态查询

        "
"passed","Mon Jul 13 17:09:11 CST 2020","Mon Jul 13 17:09:11 CST 2020","0","testcases.service_testing.PQ","test_a","","","","test_1",""
"passed","Mon Jul 13 17:25:33 CST 2020","Mon Jul 13 17:25:33 CST 2020","304","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","使用离职日期查询","使用离职日期查询"
"passed","Mon Jul 13 17:26:50 CST 2020","Mon Jul 13 17:27:21 CST 2020","31409","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","使用企业查询","使用企业查询"
"passed","Mon Jul 13 17:09:32 CST 2020","Mon Jul 13 17:09:33 CST 2020","343","testcases.service_testing.PQ","test_name_list","TestNameList","","","手动录入-不同面试状态录入：面试状态为2","手动录入-不同面试状态录入"
"broken","Mon Jul 13 17:09:24 CST 2020","Mon Jul 13 17:09:24 CST 2020","141","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","姓名查询","
                姓名查询

        "
"passed","Mon Jul 13 17:10:13 CST 2020","Mon Jul 13 17:10:16 CST 2020","3267","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用性别查询","使用性别查询"
"passed","Mon Jul 13 17:10:20 CST 2020","Mon Jul 13 17:10:20 CST 2020","335","testcases.service_testing.PQ","test_name_list","TestNameList","","","使用面试状态查询","使用面试状态查询"
"passed","Mon Jul 13 17:09:44 CST 2020","Mon Jul 13 17:09:45 CST 2020","663","testcases.service_testing.PQ","test_name_list","TestNameList","","","名单没有来源绑定订单","名单没有来源绑定订单"
"passed","Mon Jul 13 17:12:49 CST 2020","Mon Jul 13 17:13:21 CST 2020","32000","testcases.service_testing.PQ","test_settle_namelist","TestSettleNameList","","","生成预支名单4","生成预支名单4"
"broken","Mon Jul 13 17:09:28 CST 2020","Mon Jul 13 17:09:28 CST 2020","323","testcases.service_testing.PQ","test_idcard_infomange","Testidcardinfo","","","会员已有结算名单，审核身份证成功","
                会员已有结算名单，审核身份证成功

        "
